"Šifra";"Naziv";"Župnija";"Poštanski Broj";"Mjesto";"Adresa";"Tip Ustanove";"Osnivač";"Ravnatelj";"Telefon";"Faks";"e Pošta";"Web"
"08-044-001";"Osnovna škola Malinska-Dubašnica";"Primorsko-goranska županija";"51511";"Malinska";"Stipkino 7, Bogovići";"Osnovna škola";"Primorsko-goranska županija";"Nedeljka  Turčić";"051/859 151";"";"osmalinskadubasnica@os-malinska-krk.skole.hr";"www.osnovnaskolamalinskadubasnica.hr"
"17-126-032";"Osnovna škola Žnjan-Pazdigrad";"Splitsko-dalmatinska županija";"21000";"Split";"Pazdigradska 1";"Osnovna škola";"Grad Split";"Željko  Jurin";"021/587477";"";"ured@os-znjan-st.skole.hr";"http://os-znjan-st.skole.hr/"
"03-054-004";"Katolička osnovna škola u Novskoj";"Sisačko-moslavačka županija";"44330";"Novska";"Ulica Tina Ujevića 2c";"Osnovna škola";"Požeška biskupija";"Krunoslav  Juraković";"044/530-027";"044/612-479";"ravnatelj@kos-novska.hr";"https://www.kos-novska.hr"
"17-030-003";"Osnovna škola ""Josip Vergilij Perić""";"Splitsko-dalmatinska županija";"21260";"Imotski";"Fra Stjepana Vrljića 17";"Osnovna škola";"Splitsko-dalmatinska županija";"Monika  Pavlović Grabovac";"";"";"ured@os-jvperic.skole.hr";"www.os-jvperic.skole.hr"
"01-160-001";"Osnovna škola Vladimir Deščak";"Zagrebačka županija";"10431";"Sveta Nedelja";"Novaki, Školska 4";"Osnovna škola";"Zagrebačka županija";"Ivica  Pavlić";"01/3372-040";"";"ured@os-vladimir-descak.skole.hr";"www.os-vladimir-descak.skole.hr"
"08-071-033";"Centar za autizam Rijeka";"Primorsko-goranska županija";"51000";"Rijeka";"STANE VONČINE 1";"Obrazovanje odraslih, Osnovna škola, Posebna ustanova odgoja i obrazovanja";"Grad Rijeka";"Sandra  Čavrak";"051/642-465";"";"autizam.ri@gmail.com";""
"17-126-033";"Centar za autizam Split";"Splitsko-dalmatinska županija";"21000";"Split";"Rendićeva 6";"Osnovna škola";"Grad Split";"Anja  Jelaska";"021384135, 021686304";"";"info@cza-split.hr";""
"13-107-013";"KATOLIČKA OSNOVNA ŠKOLA IVO MAŠINA U ZADRU";"Zadarska županija";"23000";"Zadar";"Trg Svete Stošije 2";"Osnovna škola";"Zadarska Nadbiskupija";"Roland  Jelić";"023400780, 023/400-780";"";"kos.ivomasina.zd@gmail.com";"www.kosim.hr"
"03-195-002";"Osnovna škola Zorke Sever";"Sisačko-moslavačka županija";"44317";"Popovača";"Kolodvorska ulica 36";"Osnovna škola";"Sisačko-moslavačka županija";"Zvjezdana  Martinec";"044/730–021";"";"ured@os-zorke-sever.skole.hr";"os-zorke-sever.skole.hr"
"18-068-006";"OSNOVNA ŠKOLA FINIDA";"Istarska županija";"52440";"Poreč - Parenzo";"Rovinjska ulica broj 12";"Osnovna škola";"Grad Poreč";"Anita  Sijerković Radin";"052/448-342, 052/ 730-126";"";"ured@os-finida-porec.skole.hr";""
"01-073-005";"Osnovna škola Nova škola";"Zagrebačka županija";"10430";"Samobor";"Krešimira Purića 13";"Osnovna škola";"Udruga za edukaciju i savjetovanje ""Nova škola""";"Martina  Čretni";"+385 (0)1 337 4449";"";"info@novaskola.hr";"http://www.novaskola.hr"
"17-125-004";"Osnovna škola kralja Zvonimira";"Splitsko-dalmatinska županija";"21210";"Solin";"Braće Radića 67";"Osnovna škola";"Splitsko-dalmatinska županija";"Vedrana  Propadalo";"021/215-536";"";"ured@os-kraljazvonimira.skole.hr";"os-kraljazvonimira.skole.hr"
"21-114-159";"Osnovna škola Hrvatski Leskovac";"Grad Zagreb županija";"10251";"Hrvatski Leskovac";"Ulica Pilinka 2";"Osnovna škola";"Grad Zagreb";"Dubravka  Ljubičić";"01 5562 219";"";"ured@os-hrvatski-leskovac.skole.hr";""
"21-114-160";"Osnovna škola Ivanja Reka";"Grad Zagreb županija";"10373";"Ivanja Reka";"Ivanjorečka cesta 1b";"Osnovna škola";"Grad Zagreb";"Željko  Burcar";"092/247-8877";"";"tajnistvo.osivanjareka@gmail.com";""
"17-588-001";"Osnovna škola Okruk u Okrugu Gornjem";"Splitsko-dalmatinska županija";"21223";"Okrug Gornji";"Put mavarčice 24b";"Osnovna škola";"Splitsko-dalmatinska županija";"Bruna  Dadić";"021/252-431";"";"ured@os-okruk-og.skole.hr";""
"21-114-162";"Osnovna škola Središće";"Grad Zagreb županija";"10000";"Zagreb";"SR Njemačke 2/A";"Osnovna škola";"Grad Zagreb";"Violeta  Vragotuk";"01 5999 550";"";"ured@os-sredisce-zg.skole.hr";""
"17-126-025";"Privatna osnovna škola Harfa";"Splitsko-dalmatinska županija";"21000";"Split";"Osmih mediteranskih igara 2";"Osnovna škola";"Harfa d.o.o.";"Jelena Marija  Bilandžić";"";"";"info@posh.hr";""
"19-018-010";"Osnovna škola Montovjerna";"Dubrovačko-neretvanska županija";"20000";"Dubrovnik";"Vladka Mačeka 11";"Osnovna škola";"Grad Dubrovnik";"Lucija  Vujica";"020/325-587, 020/325-597";"";"tajnistvo@os-montovjerna-du.skole.hr";""
"14-060-023";"Osnovna škola Cvjetno";"Osječko-baranjska županija";"31000";"Briješće";"Briješće, Zelena ulica 1";"Osnovna škola";"Osječko-baranjska županija";"Ivana  Mihaljević";"";"";"";""
"01-032-001";"OSNOVNA ŠKOLA ĐURE DEŽELIĆA IVANIĆ GRAD";"Zagrebačka županija";"10310";"Ivanić-Grad";"Park hrvatskih branitelja 4";"Osnovna škola, Posebna ustanova odgoja i obrazovanja";"Zagrebačka županija";"Mileo  Todić";"01/288-16-95, 01/283-04-82";"01/288-16-93";"ured@os-gjdezelica-ivanicgrad.skole.hr";"http://os-gjdezelica-ivanicgrad.skole.hr"
"01-032-002";"Osnovna škola Stjepana Basaričeka";"Zagrebačka županija";"10310";"Ivanić-Grad";"Milke Trnine 14";"Osnovna škola, Umjetnička škola";"Zagrebačka županija";"Vlatka  Koletić";"2885-012, 288-18-80, 288-18-81";"";"ured@os-sbasariceka-ivanicgrad.skole.hr";"http://www.os-sbasariceka-ivanicgrad.skole.hr/"
"01-032-003";"OSNOVNA ŠKOLA JOSIPA BADALIĆA GRABERJE IVANIĆKO";"Zagrebačka županija";"10313";"Graberje Ivanićko";"Zagrebačka 11";"Osnovna škola";"Zagrebačka županija";"Martina  Novak";"2820110, 2830154, 2820-825";"";"ured@os-jbadalica-graberjeivanicko.skole.hr";"http://os-jbadalica-graberjeivanicko.skole.hr"
"01-032-005";"Osnovna škola Posavski Bregi";"Zagrebačka županija";"10311";"Posavski Bregi";"SAVSKA 70";"Osnovna škola";"Zagrebačka županija";"Renata  Koić";"01 2829-193, 01 2821 960";"";"ured@os-posavski-bregi.skole.hr";"os-posavski-bregi.skole.hr"
"01-033-001";"Osnovna škola Ljubo Babić";"Zagrebačka županija";"10450";"Jastrebarsko";"Ante i Davida Starčevića 16";"Osnovna škola";"Zagrebačka županija";"Sanja  Sertić";"01/628-12-12, 01/628-46-26, 01/6284-626";"01/628-12-12";"ljbabic@os-ljbabic-jastrebarsko.skole.hr, ljbabic@os-jastrebarsko.hr";""
"01-073-001";"OSNOVNA ŠKOLA BOGUMILA TONIJA";"Zagrebačka županija";"10430";"Samobor";"IVANA PERKOVCA 90";"Osnovna škola";"GRAD SAMOBOR";"Milena  Kolarec";"01/336-01-51, 01/336-59-76";"01/336-59-76,01/3367-322";"ured@os-bogumil-toni-samobor.skole.hr";"http://os-bogumil-toni-samobor.skole.hr/skola/kontakti"
"01-073-002";"OSNOVNA ŠKOLA MIHAELA ŠILOBODA";"Zagrebačka županija";"10435";"Sveti Martin pod Okićem";"Sveti Martin pod Okićem 37b";"Osnovna škola";"GRAD SAMOBOR";"Goran  Lesjak";"3876 583, 3876 593, 3876 564, 3382 346, 3877 415";"3336 660";"ured@os-msiloboda.skole.hr";""
"01-073-003";"OSNOVNA ŠKOLA SAMOBOR";"Zagrebačka županija";"10430";"Samobor";"STRAŽNIČKA 14";"Osnovna škola";"GRAD SAMOBOR";"Goran Ivan  Matoš";"01-336-03-14";"01-336-60-57";"ured@os-samobor.skole.hr";"www.os-samobor.skole.hr"
"01-073-004";"OSNOVNA ŠKOLA MILANA LANGA";"Zagrebačka županija";"10432";"Bregana";"LANGOVA 2";"Osnovna škola";"Grad Samobor";"Igor  Matijašić";"3324 442, 337-53-96, 337-62-66";"3324 443";"ured@osmilanalanga.hr";"http://os-mlanga-bregana.skole.hr/"
"01-073-006";"OSNOVNA ŠKOLA RUDE";"Zagrebačka županija";"10430";"Rude";"Rude 93";"Osnovna škola";"GRAD SAMOBOR";"Miroslav  Fresl";"01/3379110";"01/3379253";"ured@os-rude.skole.hr";"\thttp://os-rude.skole.hr"
"01-087-001";"OSNOVNA ŠKOLA EUGENA KVATERNIKA";"Zagrebačka županija";"10410";"Velika Gorica";"ŠKOLSKA 4";"Osnovna škola";"Grad Velika Gorica";"Monika  Brleković";"01/622-13-34, 01/622-7238";"01/622-20-21";"ured@os-ekvaternika-velikagorica.skole.hr";"www.os-ekvaternika-velikagorica.skole.hr"
"01-087-002";"OSNOVNA ŠKOLA JURJA HABDELIĆA";"Zagrebačka županija";"10410";"Velika Gorica";"Školska 1";"Osnovna škola";"Grad Velika Gorica";"Davor  Vidović";"626-05-81, 6256 363, 622-12-17, 622-10-30";"622-10-30";"os-jurja.habdelica@zg.t-com.hr\t, ured@os-jhabdelica-velikagorica.skole.hr";"http://os-jhabdelica-velikagorica.skole.hr"
"01-087-003";"Osnovna škola Vukovina";"Zagrebačka županija";"10419";"Gornje Podotočje";"ŠKOLSKA 20/A";"Osnovna škola";"Grad Velika Gorica";"Damir  Bedić";"01/6230-005";"01/6230-503";"ured@os-vukovina.skole.hr";"http://www.os-vukovina.skole.hr/"
"01-087-004";"Osnovna škola Nikole Hribara";"Zagrebačka županija";"10410";"Velika Gorica";"RUĐERA BOŠKOVIĆA 11";"Osnovna škola";"Grad Velika Gorica";"Stjepan  Maravić";"01 234-47-14, 01 622-13-31";"01 622-15-78";"velikagorica@os-nhribara-velikagorica.skole.hr";"www.osnikolehribara.hr"
"01-087-005";"Osnovna škola Eugena Kumičića";"Zagrebačka županija";"10410";"Velika Gorica";"JOSIPA PUCEKOVIĆA 4";"Osnovna škola";"Grad Velika Gorica";"Snježana  Ruklić";"01/6260-562, 01-6213-963, 01/622-13-02, 01/622-13-02, 01/6221-302";"01/622-20-29";"ured@os-ekumicica-velikagorica.skole.hr";"http://os-ekumicica-velikagorica.skole.hr/"
"01-087-006";"Osnovna škola VELIKA MLAKA";"Zagrebačka županija";"10408";"Velika Mlaka";"Brune Bušića 7";"Osnovna škola";"Grad Velika Gorica";"Zrinka  Šućur";"623-56-06, 623-51-52";"623-55-05";"ured@os-velika-mlaka.skole.hr";"www.os-velika-mlaka.skole.hr"
"01-545-001";"OSNOVNA ŠKOLA SLAVKA KOLARA";"Zagrebačka županija";"10413";"Kravarsko";"Gajevo 2";"Osnovna škola";"Zagrebačka županija";"Nikola  Tonković";"01/6237-335, 01/6260-568, 01/6237-395";"01/6237-335";"ured@os-skolara-kravarsko.skole.hr";"www.os-skolara-kravarsko.skole.hr"
"01-544-001";"Osnovna škola POKUPSKO";"Zagrebačka županija";"10414";"Pokupsko";"POKUPSKO 37/a";"Osnovna škola";"Zagrebačka županija";"Štefica  Facko Vrban";"0916266136";"626-61-36";"ured@os-pokupsko.skole.hr";"www.os-pokupsko.hr"
"01-087-010";"Osnovna škola ŠĆITARJEVO";"Zagrebačka županija";"10410";"Šćitarjevo";"Šćitarjevo 104";"Osnovna škola";"Grad Velika Gorica";"Mario  Ivić";"+385(01)62 58 235, +385(01)62 58 778";"+385(01)62 58 778";"ured@os-scitarjevo.skole.hr, osnovna.skola.scitarjevo@zg.t-com.hr";""
"01-087-011";"CENTAR ZA ODGOJ I OBRAZOVANJE VELIKA GORICA";"Zagrebačka županija";"10410";"Velika Gorica";"ZAGREBAČKA 90";"Osnovna škola";"Ministarstvo za demografiju, obitelj, mlade i socijalnu skrb";"Nikolina  Vučković-Barišić";"622-14-33";"625-25-15";"czoo.vg@gmail.com";"www.centar-odgojiobrazovanje-velikagorica.skole.hr"
"01-094-001";"Osnovna škola Krunoslava Kutena";"Zagrebačka županija";"10340";"Vrbovec";"TRG PETRA ZRINSKOG 2";"Osnovna škola";"Grad Vrbovec";"Žarko  Popović";"01/279-14-33, 279-10-27, 01/279-14-33, 279-10-27";"01/2794-472";"ured@os-kkutena-vrbovec.skole.hr";"http://www.os-kkutena-vrbovec.skole.hr"
"01-094-003";"Osnovna škola Marije Jurić Zagorke";"Zagrebačka županija";"10340";"Vrbovec";"BRDO 12A";"Osnovna škola, Umjetnička škola";"GRAD VRBOVEC";"Edina  Operta";"01/279-29-29, 279-29-39, 01/279-29-29, 279-29-39";"01/279-29-29";"ured@os-mjzagorke-vrbovec.skole.hr";"http://os-mjzagorke-vrbovec.skole.hr/"
"01-108-001";"Osnovna škola Antuna Augustinčića";"Zagrebačka županija";"10290";"Zaprešić";"VLADIMIRA NAZORA 2A";"Osnovna škola";"GRAD ZAPREŠIĆ";"Danijela  Adžijević";"01/ 3310 443, o1/3310 161";"";"ured@os-aaugustincica-zapresic.skole.hr, danijela.adzijevic@skole.hr";""
"01-151-003";"OSNOVNA ŠKOLA PAVAO BELAS";"Zagrebačka županija";"10291";"Brdovec";"Ilije Gregorića 28";"Osnovna škola, Umjetnička škola";"Zagrebačka županija";"Andrej  Peklić";"33 15 216, 01/3315439";"01/3398420";"osnovna.skola-pavao.belas@zg.t-com.hr";"http://os-pavao-belas.skole.hr/"
"01-108-002";"OSNOVNA ŠKOLA LJUDEVITA GAJA";"Zagrebačka županija";"10290";"Zaprešić";"LJUDEVITA GAJA 2";"Osnovna škola";"GRAD ZAPREŠIĆ";"Đurđica  Šepac";"01/3355-655, 01/3355-655";"01/335-87-29";"tajnistvo@os-ljudevita-gaja-zapresic.skole.hr";""
"01-547-001";"Osnovna škola Bistra";"Zagrebačka županija";"10298";"Poljanica Bistranska";"BISTRANSKA 30";"Osnovna škola";"Zagrebačka županija";"Eduard  Kovačević";"3390-016, 3391-716";"3390-016";"tajnistvo@os-bistra.skole.hr";""
"01-109-001";"OSNOVNA ŠKOLA DRAGUTINA DOMJANIĆA";"Zagrebačka županija";"10380";"Sveti Ivan Zelina";"I. Gundulića 2";"Osnovna škola";"Zagrebačka županija";"Gordana  Čosić";"206-11-09, 206-09-18, 206-16-40, 206-17-40";"206-09-18";"osnovna.skola.zelina@zg.t-com.hr";""
"01-109-002";"OSNOVNA ŠKOLA KSAVERA ŠANDORA ĐALSKOG";"Zagrebačka županija";"10382";"Donja Zelina";"DRAGUTINA STRAŽIMIRA 24";"Osnovna škola";"Zagrebačka županija";"Lidija  Smrndić";"206-50-19, 206-50-61, 202-07-95";"206-50-61";"ured@os-ksdjalski-donjazelina.skole.hr, ";"http://os-ksdjalski-donjazelina.skole.hr"
"01-151-001";"Osnovna škola Ivana Perkovca";"Zagrebačka županija";"10292";"Šenkovec";"ZAGREBAČKA 30";"Osnovna škola";"Zagrebačka županija";"Vesna  Javor";"01/2339-417, 01/3312-122, 01/3395-758, 01/3312-143, 01/3312-127";"01/3313-800";"os-ivana-perkovca@zg.t-com.hr, ured@os-iperkovca-senkovec.skole.hr";"http://os-iperkovca-senkovec.skole.hr/"
"01-151-002";"Osnovna škola Ivane Brlić-Mažuranić";"Zagrebačka županija";"10291";"Prigorje Brdovečko";"KOLODVORSKA 31";"Osnovna škola";"Zagrebačka županija";"Goran  Hotko";"01/3397-305, 01/3357-823, 01/3395-787 (PŠ Laduč)";"01/3397-305";"ured@os-ibmazuranic-prigorjebrdovecko.skole.hr";"www.os-ibmazuranic-prigorjebrdovecko.skole.hr"
"01-152-001";"Osnovna škola Rugvica";"Zagrebačka županija";"10370";"Rugvica";"POSAVSKA 2";"Osnovna škola";"Zagrebačka županija";"Robert  Munđer";"01/276-00-59; 01/277-55-33; 01/277-56-06";"01/276-45-34; 01/276-05-83";"os-rugvica@os-rugvica.skole.hr";"http://www.os-rugvica.skole.hr"
"01-153-001";"Osnovna škola Stjepan Radić";"Zagrebačka županija";"10370";"Božjakovina";"DOMAĆINSKA 1";"Osnovna škola";"Zagrebačka županija";"Jure  Mišković";"01/276-34-56";"01/276-35-56";"skola@os-stjepan-radic-bozjakovina.skole.hr";"www.os-stjepan-radic-bozjakovina.skole.hr"
"01-108-004";"Osnovna škola Kupljenovo";"Zagrebačka županija";"10295";"Kupljenovo";"MATIJE GUPCA 53";"Osnovna škola";"GRAD ZAPREŠIĆ";"Mihaela  Dolinar";"01/ 339-36-52, 01/ 331-50-00";"01/339-36-52";"kupljenovo@os-kupljenovo.skole.hr";"os-kupljenovo.skole.hr"
"01-155-001";"Osnovna škola Pušća";"Zagrebačka županija";"10294";"Donja Pušća";"ZAGORSKA 2";"Osnovna škola";"Zagrebačka županija";"Arsen  Šarunić";"013392-917, mob. MŠ  Pušća 099/ 2725-078, 01/339-29-17, 01/3392-917 - kućni 102, 01/3392-917 . 01/3310-797";"01/3391-561";"os-pusca@zg.t-com.hr, ured@os-pusca-donja.skole.hr";"http://os-pusca-donja.skole.hr/"
"01-156-001";"Osnovna škola Sveta Nedelja";"Zagrebačka županija";"10431";"Sveta Nedelja";"Svetonedeljska 21";"Osnovna škola";"Zagrebačka županija";"Anica  Magdalenić";"337-08-66, 337-07-62, 337-08-52";"3336 746";"ured@os-sveta-nedelja.skole.hr, racunovodstvo@os-sveta-nedelja.skole.hr";""
"01-157-001";"OSNOVNA ŠKOLA KLINČA SELA";"Zagrebačka županija";"10450";"Klinča Sela";"Amruševa 32";"Osnovna škola";"Zagrebačka županija";"Ivo  Karača";"6586959";"6586955";"ured@os-klinca-sela.skole.hr";"www.os-klinca-sela.skole.hr"
"01-158-001";"Osnovna škola Vladimir Nazor";"Zagrebačka županija";"10451";"Pisarovina";"ZAGREBAČKA 12";"Osnovna škola";"Zagrebačka županija";"Branka  Smolković Cerovski";"099/639 6518, 01/629-10-10, 01/629-16-81";"01/6291805";"ured@os-vladimir-nazor-pisarovina.skole.hr";""
"01-159-001";"Osnovna škola Kardinal Alojzije Stepinac";"Zagrebačka županija";"10454";"Krašić";"KRAŠIĆ BB";"Osnovna škola";"Zagrebačka županija";"Helena  Beketić";"01/627-00-05, 01/627-00-05";"01/627-00-51";"ured@os-alojzije-stepinac-krasic.skole.hr";"http://os-alojzije-stepinac-krasic.skole.hr/"
"01-163-001";"Osnovna škola Gradec";"Zagrebačka županija";"10345";"Gradec";"Gradec 93 A";"Osnovna škola";"Zagrebačka županija";"Vlado  Starešec";"2797-034, 2797-481, 2794-322, 2794-323,2728-855";"2797-495";"biljana.vojvodic@skole.hr, ured@os-gradec.skole.hr";"os-gradec.skole.hr"
"01-164-001";"Osnovna škola Dubrava";"Zagrebačka županija";"10342";"Dubrava";"Sv. Margarete 15";"Osnovna škola";"Zagrebačka županija";"Marijana  Kozumplik Kemenović";"01/2790-634, 01/2726-200, 01/2725-219, 01/2725-418, 01/2790-634";"01/2725-219, 2726-200";"os-dubrava@os-dubrava.skole.hr";""
"01-166-001";"Osnovna škola Jakovlje";"Zagrebačka županija";"10297";"Jakovlje";"Stubička cesta 2";"Osnovna škola";"Zagrebačka županija";"Ljiljana  Klepac";"01/3391-196, 01/335-12-00, 01/331-41-24";"01/335-12-00";"ured@os-jakovlje.skole.hr";"http://os-jakovlje.skole.hr/"
"01-198-001";"Osnovna škola braće Radića";"Zagrebačka županija";"10312";"Kloštar Ivanić";"ŠKOLSKA 20";"Osnovna škola";"Zagrebačka županija";"Tatjana  Bakarić";"2829 295, 2829 294, 2830 149";"2829 296";"ured@os-brace-radica-klostarivanic.skole.hr";""
"01-199-001";"Osnovna škola MILKE TRNINE";"Zagrebačka županija";"10314";"Križ";"ŠKOLSKA 10";"Osnovna škola";"Zagrebačka županija";"Zlatko  Hasan";"01 2830151, 01 28 24 126, 01-282-44-04";"01 2824504, 01-282-45-63, 01-282-45-64, 01-282-45-04";"os-kriz-001@os-mtrnine-kriz.skole.hr";"http://www.os-mtrnine-kriz.skole.hr/"
"02-014-001";"OSNOVNA ŠKOLA DONJA STUBICA";"Krapinsko-zagorska županija";"49240";"Donja Stubica";"TOPLIČKA 27";"Osnovna škola";"Krapinsko-zagorska županija";"Sonja  Martinek";"049/286-201, 049/286-201, 049/286-802, 049/287-723";"049/286-201";"ured1@os-donja-stubica.skole.hr";"www.os-donja-stubica.skole.hr"
"02-035-001";"Osnovna škola Antuna Mihanovića";"Krapinsko-zagorska županija";"49290";"Klanjec";"ULICA LIJEPE NAŠE 41";"Osnovna škola";"Krapinsko-zagorska županija";"Melita  Ulama";"049/550-332, 049/550-332, 049/550-332";"049/550-665";"skola@os-amihanovica-klanjec.skole.hr";"os-amihanovica-klanjec.skole.hr"
"02-040-001";"Osnovna škola Augusta Cesarca, Krapina";"Krapinsko-zagorska županija";"49000";"Krapina";"IVANA VRENCEA 1";"Osnovna škola, Umjetnička škola";"GRAD KRAPINA";"Matilda  Juričev Žigman";"049/371-004, 049/371-004, 049/371-484";"049/373-409";"mjuricev65@gmail.com, ured@os-acesarca-kr.skole.hr";"http://www.os-acesarca-kr.skole.hr/"
"02-040-002";"Osnovna škola Ljudevit Gaj u Krapini";"Krapinsko-zagorska županija";"49000";"Krapina";"TRG STJEPANA RADIĆA 1";"Osnovna škola";"GRAD KRAPINA";"Vlatka  Družinec";"049/370-618, 049/370-618, 049/373-702";"049/354-233";"ured@os-ljudevit-gaj-kr.skole.hr";""
"02-097-001";"Osnovna škola Ksavera Šandora Gjalskog";"Krapinsko-zagorska županija";"49210";"Zabok";"ĐAČKI PUT 1";"Osnovna škola, Umjetnička škola";"Krapinsko-zagorska županija";"Tomislav  Polanović";"049/221-050, 049/221-050, 049/500-639, 049/500641";"049/223-623";"ured@os-ksaver-sandor-djalski-zabok.skole.hr";""
"02-110-001";"Osnovna škola Zlatar Bistrica";"Krapinsko-zagorska županija";"49247";"Zlatar-Bistrica";"Vladimira Nazora 10";"Osnovna škola";"Krapinsko-zagorska županija";"Jasna  Kokot Pelko";"500-432, 049/461-749, 049/461-749";"049/503-066";"ured@os-zlatar-bistrica.skole.hr";"http://www.os-zlatar-bistrica.skole.hr/"
"02-123-001";"OSNOVNA ŠKOLA JANKA LESKOVARA";"Krapinsko-zagorska županija";"49218";"Pregrada";"Dragutina Kunovića 8";"Osnovna škola";"Krapinsko-zagorska županija";"Zdravka  Žiger";"049/301-217, 049 376114";"049/377-522";"ured.ospregrada@skole.hr";"http://os-pregrada.skole.hr/"
"02-167-001";"OSNOVNA ŠKOLA BEDEKOVČINA";"Krapinsko-zagorska županija";"49221";"Bedekovčina";"GAJEVA 13";"Osnovna škola";"Krapinsko-zagorska županija";"Ivan  Paradi";"049/588-222, 049/588-222, 049/588200, 049/588-202";"049/588220";"ravnatelj@os-bedekovcina.skole.hr, osb-racunovodstvo@kr.t-com.hr, osb-pedagog@kr.t-com.hr, osb-ravnatelj@kr.t-com.hr, ivan.paradi@skole.hr, os-bedekovcina@kr.htnet.hr, osb-tajnik@kr.t-com.hr";"http://os-bedekovcina.skole.hr/"
"02-167-002";"Osnovna škola Stjepana Radića Brestovec Orehovički";"Krapinsko-zagorska županija";"49228";"Brestovec Orehovički";"BRESTOVEC OREHOVIČKI 40";"Osnovna škola";"Krapinsko-zagorska županija";"Zdenko  Kobeščak";"049/238-149";"049/238-250";"ravnatelj@os-sradica-brestovec.skole.hr, os.stjepana.radica.brestovec.orehovicki@kr.t-com.hr, os-s.radica@kr.t-com.hr, ured@os-sradica-brestovec.skole.hr";"http://os-sradica-brestovec.skole.hr/"
"02-168-001";"Osnovna škola VLADIMIR NAZOR BUDINŠČINA";"Krapinsko-zagorska županija";"49284";"Budinšćina";"Budinščina 18c";"Osnovna škola";"Krapinsko-zagorska županija";"Renata  Kreber-Mikšaj";"049/459-113, 049/459-113, 049/459-113, 049/459-308";"049/459-113";"ured@os-vnazor-budinscina.skole.hr";"http://os-vnazor-budinscina.skole.hr/"
"02-168-002";"CENTAR ZA ODGOJ I OBRAZOVANJE ZAJEZDA";"Krapinsko-zagorska županija";"49284";"Zajezda";"ZAJEZDA 31";"Osnovna škola, Srednja škola";"Ministarstvo za demografiju, obitelj, mlade i socijalnu skrb";"Denis  Sušac";"049/459-002, 049 458-115, 049 458-246";"049 301-773";"zajezda@kr.t-com.hr";""
"02-169-001";"OSNOVNA ŠKOLA ĐURE PREJCA DESINIĆ";"Krapinsko-zagorska županija";"49216";"Desinić";"RATKAJEVA 8";"Osnovna škola";"Krapinsko-zagorska županija";"Anica  Karažija";"049343191, 049343191, 049343483, 049300477";"049343191";"ured@os-djure-prejca-desinic.skole.hr";""
"02-170-001";"OSNOVNA ŠKOLA ĐURMANEC";"Krapinsko-zagorska županija";"49225";"Đurmanec";"ĐURMANEC 49";"Osnovna škola";"Krapinsko-zagorska županija";"Krešimir  Kralj";"049/346-003, 049/346-003";"049/346-003";"ured@os-djurmanec.skole.hr";"www.os-djurmanec.skole.hr"
