"Šifra";"Naziv";"Županija";"Poštanski Broj";"Mjesto";"Adresa";"Tip Ustanove";"Osnivač";"Ravnatelj";"Telefon";"Faks";"e Pošta";"Web"
"02-123-502";"GLAZBENA ŠKOLA PREGRADA";"Krapinsko-zagorska županija";"49218";"Pregrada";"Ulica Ljudevita Gaja 34";"Osnovna škola, Srednja škola, Umjetnička škola";"Grad Pregrada";"Petra  Tokić";"049/377-234";"049/377-234";"glazbena.skola.pregrada@kr.t-com.hr";""
"06-037-504";"Umjetnička škola Fortunat Pintarić";"Koprivničko-križevačka županija";"48000";"Koprivnica";"Svilarska 12";"Osnovna škola, Srednja škola, Umjetnička škola";"GRAD KOPRIVNICA";"Ariana  Šandl";"048/623-356";"";"ravnatelj@glazbena.com";""
"01-032-501";"Srednja škola Ivan Švear Ivanić Grad - izdvojena lokacija Križ";"Zagrebačka županija";"10314";"Križ";"Školska 10";"Srednja škola";;;"";"";"";""
"17-029-501";"SREDNJA ŠKOLA HVAR - izdvojena lokacija u Jelsi";"Splitsko-dalmatinska županija";"21465";"Jelsa";"Pelinje b.b.";"Srednja škola";;;"";"";"";""
"15-036-502";"SREDNJA ŠKOLA LOVRE MONTIJA";"Šibensko-kninska županija";"22300";"Knin";"Ikičina 30";"Srednja škola";"Šibensko-kninska županija";"Mirko  Antunović";"022/660-330., 663-690";"";"ured@ss-lovre-montija-knin.skole.hr";""
"15-036-503";"SREDNJA STRUKOVNA ŠKOLA KRALJA ZVONIMIRA";"Šibensko-kninska županija";"22300";"Knin";"IKIČINA 30";"Srednja škola";"Šibensko-kninska županija";"Stipe  Djaković";"022/660000, 022/664910";"";"ured@ss-strukovna-kralja-zvonimira-kn.skole.hr";""
"11-077-510";"Katolička gimnazija s pravom javnosti";"Požeško-slavonska županija";"34000";"Požega";"Pape Ivana Pavla II. 6";"Srednja škola";"Požeška biskupija";"Ivan  Bedeničić";"034/312-090, 034/312-093";"034/312-070";"tajnistvo@katolicka-gimnazija.hr";""
"10-089-506";"KATOLIČKA KLASIČNA GIMNAZIJA S PRAVOM JAVNOSTI U VIROVITICI";"Virovitičko-podravska županija";"33000";"Virovitica";"Trg Ljudevita Patačića 3";"Srednja škola";"Požeška biskupija";"Mario  Voronjecki";"033/800-755, 033/800-756, 033/800-648";"033/800-756";"ured@gimnazija-katolicka-klasicna-vt.skole.hr";"www.kkg-vtc.hr"
"17-126-533";"Privatna srednja škola Wallner";"Splitsko-dalmatinska županija";"21000";"Split";"Makarska 36";"Srednja škola";"WALLNER d.o.o., MBS: 060189485, TS u Splitu";"Marina  Wallner";"021410362, 0913214378, 021410024";"021410024";"info@oliva-allegra.com";"www.oliva-allegra.com"
"17-126-534";"PRIVATNA JEZIČNO-INFORMATIČKA GIMNAZIJA LEONARDO DA VINCI";"Splitsko-dalmatinska županija";"21000";"Split";"Bihaćka 2";"Srednja škola";"Marina Galasso";"Ivana  Vulić";"021 271 914";"";"ured@gimnazija-leonardodavinci-st.skole.hr";"www.gimnazijaleonardo.com"
"02-014-003";"GLAZBENA ŠKOLA BONAR";"Grad Zagreb županija";"10000";"Zagreb";"DRAGE GERVAISA 13";"Osnovna škola, Srednja škola, Umjetnička škola";"Ružica Gelo Ciglenečki";;"091/5681435";"";"bonar@bonar.hr, ruzica.gelo-ciglenecki@bonar.hr";""
"10-067-502";"Srednja škola Marka Marulića Slatina";"Virovitičko-podravska županija";"33520";"Slatina";"TRG RUĐERA BOŠKOVIĆA 16 ";"Srednja škola";"Virovitičko-podravska županija";"Darko  Špoljarić";"033/551-449; 033/551-641";"033/551-577";"ured@ss-mmarulica-slatina.skole.hr";""
"10-067-503";"Industrijsko-obrtnička škola Slatina";"Virovitičko-podravska županija";"33520";"Slatina";"TRG RUĐERA BOŠKOVIĆA 5a";"Srednja škola";"Virovitičko-podravska županija";"Mladen  Graovac";"";"";"ravnatelj@ss-industrijsko-obrtnicka-sl.skole.hr";""
"01-073-505";"CENTAR ZA ODGOJ I OBRAZOVANJE LUG";"Zagrebačka županija";"10432";"Bregana";"LUG SAMOBORSKI, KNEZA ZDESLAVA 2";"Srednja škola";"Ministarstvo za demografiju, obitelj, mlade i socijalnu skrb";"Katarina  Špehar Fiškuš";", 01/3375248";"";"centar.za.odgoj@zg.t-com.hr";""
"05-031-503";"Centar za odgoj i obrazovanje pri Odgojnom domu Ivanec";"Varaždinska županija";"42240";"Ivanec";"PAHINSKO 6";"Srednja škola";"Ministarstvo za demografiju, obitelj, mlade i socijalnu skrb";"Elvis  Gotal";"042 771 914";"";"ured@centar-odgojiobrazovanje-ivanec.skole.hr";""
"08-292-502";"Centar odgoja i obrazovanja pri Odgojnom domu Mali Lošinj";"Primorsko-goranska županija";"51550";"Mali Lošinj";"ZAGREBAČKA 16";"Srednja škola";"Ministarstvo za demografiju, obitelj, mlade i socijalnu skrb";"Goran  Broz";"051/231-588, 051/ 231-078, 051/231 078";"";"upravaodml@gmail.com, skola@dom-losinj.hr";""
"15-081-011";"CENTAR ZA ODGOJ I OBRAZOVANJE ŠUBIĆEVAC";"Šibensko-kninska županija";"22000";"Šibenik";"BANA JOSIPA JELAČIĆA 4";"Osnovna škola, Srednja škola";"Ministarstvo za demografiju, obitelj, mlade i socijalnu skrb";"Branka  Bego";"022-219-711; 022-219-710";"";"ured@centar-odgojiobrazovanje-subicevac-si.skole.hr";""
"17-126-535";"Centar za odgoj i obrazovanje JURAJ BONAČI";"Splitsko-dalmatinska županija";"21000";"Split";"BRUNE BUŠIĆA 30";"Osnovna škola, Srednja škola";"Ministarstvo za demografiju, obitelj, mlade i socijalnu skrb";"Snježana  Čotić";"";"";"";""
"17-126-536";"Centar za odgoj i obrazovanje SLAVA RAŠKAJ";"Splitsko-dalmatinska županija";"21000";"Split";"RADNIČKA 2";"Osnovna škola, Srednja škola";"Ministarstvo za demografiju, obitelj, mlade i socijalnu skrb";"Željka  Paleka";"021 541 660";"";"";"http://www.centarslavaraskaj.hr/"
"19-018-515";"Dubrovačka privatna gimnazija";"Dubrovačko-neretvanska županija";"20000";"Dubrovnik";"Sustjepanska 4";"Srednja škola";"mr. sc. Tomislav Franušić, O.I. 101916872, PU Zadarska";"Tomislav  Franušić";"091/108 2799, 020/332-844";"";"tfranusic@hotmail.com, tomislav.franusic@pg-dubrovnik.net, info@pg-dubrovnik.net";""
"01-020-003";"Glazbena škola Dugo Selo";"Zagrebačka županija";"10370";"Dugo Selo";"Zagrebačka 24";"Osnovna škola, Srednja škola, Umjetnička škola";"Grad Dugo Selo";"Dario  Cebić";"";"";"ured@ogs-dugo-selo.skole.hr";""
"21-114-626";"Glazbena škola Brkanović";"Grad Zagreb županija";"10000";"Zagreb";"Trg kralja Tomislava 18";"Osnovna škola, Srednja škola, Umjetnička škola";"Ivanka Brkanović, OIB: 40354965701, Zagreb, Trg kralja Tomislava 18";"Vedran  Brkanović";"0958356708";"";"info@glazbenaskolabrkanovic.hr";"www.glazbenaskolabrkanovic.hr"
"20-010-507";"Srednja škola Čakovec";"Međimurska županija";"40000";"Čakovec";"Jakova Gotovca 2";"Osnovna škola, Srednja škola";"Savez Baptističkih crkava u Republici Hrvatskoj/Baptistička crkva s pastoralnim centrom Čakovec  ";"Gordana  Ramušćak";"040/310-108";"";"ravnatelj@ss-cakovec.skole.hr, ured@ss-cakovec.skole.hr";"http://www.ss-cakovec.skole.hr/"
"21-114-623";"OPĆA PRIVATNA GIMNAZIJA";"Grad Zagreb županija";"10000";"Zagreb";"Ljudevita Gaja 22";"Srednja škola";"Tomislav Krstičević, OIB: 62085497609";;"01/4816-063";"";"info@opg.hr";""
"21-114-624";"Srednja škola Jelkovec";"Grad Zagreb županija";"10360";"Sesvete";"Vladimira Stahuljaka 1";"Srednja škola";"Grad Zagreb";"Marko  Kovačević";"01/2049-723, 016454680";"01/6454-681";"ured@ss-jelkovec.skole.hr";"ss-jelkovec.skole.hr"
"21-114-628";"Privatna sportska i jezična gimnazija Franjo Bučar";"Grad Zagreb županija";"10000";"Zagreb";"Ulica Nikole Tesle 14";"Srednja škola";"Privatna sportska i jezična gimnazija Franjo Bučar";"Zdenka  Ivanković";"01 5620 833";"01 4811 885";"info@gimnazijabucar.hr";"www.gimnazijabucar.hr"
"21-114-630";"Glazbena škola ""Muzički atelje""";"Grad Zagreb županija";"10000";"Zagreb";"Harambašićeva 14";"Osnovna škola, Srednja škola, Umjetnička škola";"Zdravko Miladin";"Zdravko  Miladin";"095/910-2412";"";"";""
"05-087-501";"Srednja škola Ludbreg";"Varaždinska županija";"42230";"Ludbreg";"Trg Svetog Trojstva 16";"Srednja škola";"Varaždinska županija";"Josip  Zdelar";"042/421-791";"";"tajnistvo@ss-ludbreg.skole.hr";""
"05-087-502";"Srednja škola Novi Marof";"Varaždinska županija";"42220";"Novi Marof";"Zagorska 23";"Srednja škola";"Varaždinska županija";"Jasminka  Behin";"042 205 110, 042 205 110, 042 205 109";"";"ured@ss-novimarof.skole.hr";""
"21-114-631";"Gimnazija Marul";"Grad Zagreb županija";"10000";"Zagreb";"Vodnikova 12";"Srednja škola";"Centar za strane jezike";"Veronika  Javor";"01 4877800";"";"marul@gimnazijamarul.hr";"www.gimnazijamarul.hr"
"21-114-634";"Glazbena škola Ladislav Račić";"Grad Zagreb županija";"10000";"Zagreb";"Park Ribnjak 1";"Osnovna škola, Srednja škola, Umjetnička škola";"Ladislav Račić";"Ladislav  Račić";"01 4818 592";"01 4852 632";"info@rock-akademija.hr";"www.rock-akademija.hr"
"21-114-158";"Privatna glazbena škola ""Iva Kuprešak""";"Grad Zagreb županija";"10000";"Zagreb";"Ljubijska ul. 82";"Osnovna škola, Srednja škola, Umjetnička škola";"Iva Kuprešak";;"099/352-0880";"";"ik2210@columbia.edu";""
"13-126-537";"Privatna gimnazija NOVA s pravom javnosti";"Zadarska županija";"23000";"Zadar";"Splitska 1";"Srednja škola";"Dolores Mufa";"Dolores  Mufa";"";"";"";""
"01-073-504";"Glazbena škola Ferdo Livadić";"Zagrebačka županija";"10430";"Samobor";"TRG MATICE HRVATSKE 3";"Osnovna škola, Srednja škola, Umjetnička škola";"Zagrebačka županija";"Zdenka  Merčep";"01/333-64-27, 333-61-04, 01/333-61-05";"01/336-35-50";"ured@ss-glazbena-flivadic-samobor.skole.hr, zdenka.mercep@skole.hr";""
"01-087-505";"Umjetnička škola Franje Lučića";"Zagrebačka županija";"10410";"Velika Gorica";"SLAVKA KOLARA 39";"Osnovna škola, Srednja škola, Umjetnička škola";"Grad Velika Gorica";"Borut  Vidošević";"622-13-76, 622-13-75, 626-05-35";"622-13-75";"ured@ss-umjetnicka-flucica-velikagorica.skole.hr";"www.ss-umjetnicka-flucica-velikagorica.skole.hr"
"02-168-002";"CENTAR ZA ODGOJ I OBRAZOVANJE ZAJEZDA";"Krapinsko-zagorska županija";"49284";"Zajezda";"ZAJEZDA 31";"Osnovna škola, Srednja škola";"Ministarstvo zdravstva i socijalne skrbi";"Denis  Sušac";"049/459-002, 049 458-115, 049 458-246";"049 301-773";"zajezda@kr.t-com.hr";""
"03-054-502";"Glazbena škola u Novskoj";"Sisačko-moslavačka županija";"44330";"Novska";"Trg dr. Franje Tuđmana 3";"Osnovna škola, Srednja škola, Umjetnička škola";"Sisačko-moslavačka županija";"Dunja  Uroić";"044/601-299, 044/601-299";"044/601-299";"ured@ss-glazbena-novska.skole.hr, glazbena-skola-novska@sk.t-com.hr";"www.glazbena-novska.hr"
"03-076-508";"GLAZBENA ŠKOLA FRANA LHOTKE";"Sisačko-moslavačka županija";"44000";"Sisak";"Trg Ljudevita Posavskog 2";"Osnovna škola, Srednja škola, Umjetnička škola";"Sisačko-moslavačka županija";"Tomislav  Ivšić";"044/548-528, 044/544-154, 044/544-155";"044/548-528";"ured@ogs-franlhotka-sk.skole.hr, gsfranalhotke@gmail.com";"http://www.fran-lhotka.hr"
"04-034-010";"CENTAR ZA ODGOJ I OBRAZOVANJE DJECE I MLADEŽI";"Karlovačka županija";"47000";"Karlovac";"BANIJA 24";"Osnovna škola, Posebna ustanova odgoja i obrazovanja, Srednja škola";"GRAD KARLOVAC";"Volodymyr  Kubinskyy";"047/648-395, 047/648-548, 047/648-395";"047/648-395, 648-548";"coodm@centar-odgojiobrazovanje-djeceimladezi-ka.skole.hr";"centar-odgojiobrazovanje-djeceimladezi-ka.skole.hr"
"04-034-513";"GLAZBENA ŠKOLA KARLOVAC";"Karlovačka županija";"47000";"Karlovac";"CESARČEVA 3.";"Osnovna škola, Srednja škola, Umjetnička škola";"Karlovačka županija";"Snježana  Mrljak";"047/642-669, 047/600-575, 047/615-161";"";"info@glazbena-ka.hr, ravnatelj@glazbena-ka.hr";""
"05-086-007";"Centar za odgoj i obrazovanje Tomislav Špoljar";"Varaždinska županija";"42000";"Varaždin";"JURJA KRIŽANIĆA 33";"Osnovna škola, Posebna ustanova odgoja i obrazovanja, Srednja škola";"GRAD VARAŽDIN";"Marin  Vučić";"212-787, 301-363, 301-362, 091 2212787, 658-450, 301-361";"301-360";"info@centar-tspoljar-vz.skole.hr, info@centar-tspoljar-vz.skole.hr";""
"05-086-512";"Glazbena škola u Varaždinu";"Varaždinska županija";"42000";"Varaždin";"Kapucinski trg 8";"Osnovna škola, Srednja škola, Umjetnička škola";"Varaždinska županija";"Davor  Matačić";"042213123";"042213715";"glazbena-skola@vz.t-com.hr, ured@ogs-varazdin.skole.hr";""
"06-041-505";"Glazbena škola Alberta Štrige, Križevci";"Koprivničko-križevačka županija";"48260";"Križevci";"Antuna Gustava Matoša 4";"Osnovna škola, Srednja škola, Umjetnička škola";"Grad Križevci";"Branka  Špoljar";"048/711-273, 048/711-273, 048/711-274";"048/711-273";"tajnistvo@ss-glazbena-astrige-kc.skole.hr, ravnatelj@glazbenaskolakrizevci.hr";"www.glazbenaskolakrizevci.hr"
"07-004-511";"GLAZBENA ŠKOLA VATROSLAVA LISINSKOG BJELOVAR";"Bjelovarsko-bilogorska županija";"43000";"Bjelovar";"Vatroslava Lisinskog 1";"Osnovna škola, Srednja škola, Umjetnička škola";"Bjelovarsko-bilogorska županija";"Sonja  Štefanac";"043/244-416, 043/243-416";"043/241-407";"ravnateljica.sonja@gmail.com, glazbena@lisinski-bj.hr";""
"07-012-504";"GLAZBENA ŠKOLA BRUNE BJELINSKOG DARUVAR";"Bjelovarsko-bilogorska županija";"43500";"Daruvar";"Trg Presvetog Trojstva 8";"Osnovna škola, Srednja škola, Umjetnička škola";"Bjelovarsko-bilogorska županija";"Vanda  Cegledi";"043/335-625, 043/440-518, 099/2158-111";"043/440-518";"ured@gs-bbjelinskog-daruvar.skole.hr";""
"08-071-026";"CENTAR ZA ODGOJ I OBRAZOVANJE";"Primorsko-goranska županija";"51000";"Rijeka";"SENJSKIH USKOKA 2";"Osnovna škola, Posebna ustanova odgoja i obrazovanja, Srednja škola";"GRAD RIJEKA";"Ivone  Šabarić Rubeša";"051/344-145, 051/344-146, 051/344-146, 051/344-145";"051/344-423";"ured@centar-odgojiobrazovanje-ri.skole.hr, tatjana.kovacic@skole.hr, jadran.rubesa@skole.hr";"http://centar-odgojiobrazovanje-ri.skole.hr/"
"08-071-523";"Glazbena škola Ivana Matetića Ronjgova Rijeka";"Primorsko-goranska županija";"51000";"Rijeka";"LAGINJINA 1";"Osnovna škola, Srednja škola, Umjetnička škola";"Primorsko-goranska županija";"Danijel  Trinajstić";"051/226-859, 051/227-570, 051/227-270";"051/226-859";"ured@ogs-imateticaronjgova-ri.skole.hr";""
"08-290-002";"GLAZBENA ŠKOLA MIRKOVIĆ";"Primorsko-goranska županija";"51410";"Opatija";"A. ŠTANGERA 67";"Osnovna škola, Srednja škola, Umjetnička škola";"Olivera Mirković";"Olivera  Mirković";"051/701-390, 051/701-390, 051/701-390";"051/701-391";"ured@oss-glazbena-mirkovic-opatija.skole.hr";"http://ogs-mirkovic-opatija.skole.hr/"
"10-089-507";"Glazbena škola Jan Vlašimsky Virovitica";"Virovitičko-podravska županija";"33000";"Virovitica";"ANTUNA MIHANOVIĆA 21";"Osnovna škola, Srednja škola, Umjetnička škola";"GRAD VIROVITICA";"Damir  Mihaljević";"033/721-910, 033/721-805, 033/782-826";"033/800-156";"ravnatelj@vlasimsky.hr, glazbena@vlasimsky.hr, ured@gs-jvlasimsky-vt.skole.hr";""
"11-077-508";"Glazbena škola Požega";"Požeško-slavonska županija";"34000";"Požega";"Vjekoslava Babukića 27";"Osnovna škola, Srednja škola, Umjetnička škola";"Požeško-slavonska županija";"Alen  Kovačević";"034/273-630, 034/273-974";"034/312-240";"gsp@po.t-com.hr, glazbena-skola@po.t-com.hr, ured@ss-glazbena-pozega.skole.hr";""
"12-078-510";"Glazbena škola Slavonski Brod";"Brodsko-posavska županija";"35000";"Slavonski Brod";"Vukovarska 1";"Osnovna škola, Srednja škola, Umjetnička škola";"Grad Slavonski Brod";"Mirela  Jagodić";"035/447-148, 035/445-200";"035/445-200";"ured@ogs-izajc-sb.skole.hr";""
"13-107-521";"Glazbena škola Blagoje Bersa Zadar";"Zadarska županija";"23000";"Zadar";"Dr. Franje Tuđmana 24e";"Osnovna škola, Srednja škola, Umjetnička škola";"Zadarska županija";"Branka  Višić Karavida";"023/319-127; 300-099, 023/300-098, 023 319-127";"023/315-757";"gl-skola-blagoja-bersa-zd@zd.htnet.hr";""
"14-060-520";"GLAZBENA ŠKOLA FRANJE KUHAČA Osijek";"Osječko-baranjska županija";"31000";"Osijek";"TRG SVETOG TROJSTVA 1";"Osnovna škola, Srednja škola, Umjetnička škola";"Osječko-baranjska županija";"Sunčana  Bašić";"031/211-064, 211-422, 091 2000-438, 099 327-03-04, 099 327-03-03";"031/215-661";"gsfko@ogs-fkuhaca-os.skole.hr, gsfk@gsfk-osijek.hr";"www.gsfk-osijek.hr"
"14-060-021";"PROSVJETNO-KULTURNI CENTAR MAĐARA U REPUBLICI HRVATSKOJ";"Osječko-baranjska županija";"31000";"Osijek";"DRINSKA 12/A";"Osnovna škola, Srednja škola";"Ministarstvo znanosti obrazovanja i športa";"Janoš  Andoči";"031/ 274 - 339, 031/274-339, lokal 2, 031/274-340, 031/274-339 lokal  1";"031/ 275 - 265, 031/ 274 - 921";"hmomk@pkcm.hr, ravnatelj@pkcm.hr";"www.pkcm.hr"
"15-081-511";"GLAZBENA ŠKOLA IVANA LUKAČIĆA";"Šibensko-kninska županija";"22000";"Šibenik";"SPLITSKA 2";"Osnovna škola, Srednja škola, Umjetnička škola";"Šibensko-kninska županija";"Rudolf  Vučić";"022/212-227, 022/215-432";"022/200-533";"ured@glazbena-ilukacica-si.skole.hr";""
