naziv;opis;sifra;podsifra;zupanija;mjesto;e_mail;web;url
Osnovna škola Ivane Brlić-Mažuranić Rokovci - Andrijaševci;Osnovna škola;16-441-001;0-0;Vukovarsko-srijemska;32271  Andrijaševci;ured@os-ibmazuranic-rokovci-andrijasevci.skole.hr;NA;www.os-ibmazuranic-rokovci-andrijasevci.skole.hr
Osnovna škola Mijat Stojanović;Osnovna škola;16-442-001;0-0;Vukovarsko-srijemska;32276  Babina Greda;ured@os-mstojanovic-babinagreda.skole.hr	;NA;www.os-mstojanovic-babinagreda.skole.hr
Osnovna škola NEGOSLAVCI;Osnovna škola;16-612-001;0-0;Vukovarsko-srijemska;32239  Negoslavci;ured@os-negoslavci.skole.hr , ured@os-negoslavci.skole.hr;NA;www.os-negoslavci.skole.hr
Osnovna škola HVAR;Osnovna škola;17-029-001;0-0;Splitsko-dalmatinska;21450  Hvar;skola@os-hvar.skole.hr;NA;www.os-hvar.skole.hr
Osnovna škola STJEPAN RADIĆ;Osnovna škola;17-030-001;0-0;Splitsko-dalmatinska;21260  Imotski;ured@os-sradic-im.skole.hr;os-sradic-im.skole.hr;os-sradic-im.skole.hr
"Osnovna škola ""Josip Vergilij Perić""";Osnovna škola;17-030-003;0-0;Splitsko-dalmatinska;21260  Imotski;ured@os-jvperic.skole.hr;www.os-jvperic.skole.hr;www.os-jvperic.skole.hr
OSNOVNA ŠKOLA o.PETRA PERICE MAKARSKA;Osnovna škola;17-047-001;0-0;Splitsko-dalmatinska;21300  Makarska;skola@os-pperice-ma.skole.hr;os-pperice-ma.skole.hr;os-pperice-ma.skole.hr
Osnovna škola STJEPANA IVIČEVIĆA;Osnovna škola;17-047-002;0-0;Splitsko-dalmatinska;21300  Makarska;os-s.ivicevica@st.t-com.hr , skola@os-sivicevica-ma.skole.hr;http://www.os-s.ivicevica-ma.skole.hr;http://www.os-s.ivicevica-ma.skole.hr
OSNOVNA ŠKOLA JOSIP PUPAČIĆ;Osnovna škola;17-057-001;0-0;Splitsko-dalmatinska;21310  Omiš;os-josip-pupacic@os-jpupacic-omis.skole.hr;NA;www.os-jpupacic-omis.skole.hr
OSNOVNA ŠKOLA 1. LISTOPADA 1942.;Osnovna škola;17-057-002;0-0;Splitsko-dalmatinska;21253  Čišla;os-cisla@os-cisla.skole.hr;www.os-cisla.skole.hr;www.os-cisla.skole.hr
OSNOVNA ŠKOLA Gornja Poljica;Osnovna škola;17-057-003;0-0;Splitsko-dalmatinska;21205  Srijane;ured@os-gornja-poljica-srijane.skole.hr;NA;www.os-gornja-poljica-srijane.skole.hr
Osnovna škola Ivana Lovrića;Osnovna škola;17-075-001;0-0;Splitsko-dalmatinska;21230  Sinj;ured@os-ilovrica-sinj.skole.hr;NA;www.os-ilovrica-sinj.skole.hr
OSNOVNA ŠKOLA MARKA MARULIĆA;Osnovna škola;17-075-002;0-0;Splitsko-dalmatinska;21230  Sinj;malbasadragan@gmail.com , ured@os-mmarulica-sinj.skole.hr;NA;www.os-mmarulica-sinj.skole.hr
Osnovna škola Fra Pavla Vučkovića;Osnovna škola;17-075-003;0-0;Splitsko-dalmatinska;21230  Sinj;ured@os-frapvuckovica-sinj.skole.hr;http://os-frapvuckovica-sinj.skole.hr/;http://os-frapvuckovica-sinj.skole.hr/
Osnovna škola Stjepan Radić;Osnovna škola;17-075-004;0-0;Splitsko-dalmatinska;21245  Tijarica;ostijarica@os-sradic-tijarica.skole.hr;http://os-sradic-tijarica.skole.hr/;http://os-sradic-tijarica.skole.hr/
Osnovna škola Majstora Radovana;Osnovna škola;17-083-001;0-0;Splitsko-dalmatinska;21220  Trogir;ured@os-mradovana-trogir.skole.hr;NA;www.os-mradovana-trogir.skole.hr
Osnovna škola Petar Berislavić;Osnovna škola;17-083-002;0-0;Splitsko-dalmatinska;21220  Trogir;trogir-002@os-pberislavic-trogir.skole.hr ;http://os-pberislavic-trogir.skole.hr/;http://os-pberislavic-trogir.skole.hr/
OSNOVNA ŠKOLA VIS;Osnovna škola;17-090-001;0-0;Splitsko-dalmatinska;21480  Vis;anela.borcic@skole.hr , vlatko.urban@skole.hr , ured@os-vis.skole.hr;www.os-vis.skole.hr;www.os-vis.skole.hr
Osnovna škola VRGORAC;Osnovna škola;17-093-001;0-0;Splitsko-dalmatinska;21276  Vrgorac;os-vrgorac@os-vrgorac.skole.hr;NA;www.os-vrgorac.skole.hr
Osnovna škola kneza Mislava;Osnovna škola;17-124-001;0-0;Splitsko-dalmatinska;21212  Kaštel Sućurac;os-knezmislav@os-knezmislav-kastelsucurac.skole.hr;www.os-knezmislav-kastelsucurac.skole.hr;www.os-knezmislav-kastelsucurac.skole.hr
OSNOVNA ŠKOLA KNEZA TRPIMIRA;Osnovna škola;17-124-002;0-0;Splitsko-dalmatinska;21213  Kaštel Gomilica;ured@os-kneztrpimir-kastelgomilica.skole.hr;NA;www.os-kneztrpimir-kastelgomilica.skole.hr
Osnovna škola OSTROG;Osnovna škola;17-124-003;0-0;Splitsko-dalmatinska;21215  Kaštel Lukšić;os-ostrog@os-ostrog-kastelluksic.skole.hr , os-ostrog@os-ostrog.hr;NA;www.os-ostrog-kastelluksic.skole.hr
OSNOVNA ŠKOLA BIJAĆI;Osnovna škola;17-124-004;0-0;Splitsko-dalmatinska;21216  Kaštel Novi;os-bijaci@os-bijaci-kastelnovi.skole.hr;http://www.os-bijaci-kastelnovi.skole.hr/;http://www.os-bijaci-kastelnovi.skole.hr/
Osnovna škola prof. Filipa Lukasa;Osnovna škola;17-124-005;0-0;Splitsko-dalmatinska;21216  Kaštel Stari;ured@os-flukasa-kastelstari.skole.hr , ured@os-flukasa-kastelstari.skole.hr;http://os-flukasa-kastelstari.skole.hr/;http://os-flukasa-kastelstari.skole.hr/
OSNOVNA ŠKOLA DON LOVRE KATIĆA;Osnovna škola;17-125-001;0-0;Splitsko-dalmatinska;21210  Solin; ured@os-donlovrekatica-solin.skole.hr;http://os-donlovrekatica-solin.skole.hr;http://os-donlovrekatica-solin.skole.hr
OSNOVNA ŠKOLA VJEKOSLAVA PARAĆA;Osnovna škola;17-125-002;0-0;Splitsko-dalmatinska;21210  Solin;admin@os-vparac-solin.skole.hr  , ured@os-vparac-solin.skole.hr ;http://os-vparac-solin.skole.hr;http://os-vparac-solin.skole.hr
OSNOVNA ŠKOLA KRALJICE JELENE;Osnovna škola;17-125-003;0-0;Splitsko-dalmatinska;21210  Solin;ured@os-kraljicejelene-solin.skole.hr;NA;www.os-kraljicejelene-solin.skole.hr
Osnovna škola kralja Zvonimira;Osnovna škola;17-125-004;0-0;Splitsko-dalmatinska;21210  Solin;ured@os-kraljazvonimira.skole.hr;os-kraljazvonimira.skole.hr;os-kraljazvonimira.skole.hr
OSNOVNA ŠKOLA MARJAN;Osnovna škola;17-126-001;0-0;Splitsko-dalmatinska;21000  Split;ured@os-marjan-st.skole.hr;NA;www.os-marjan-st.skole.hr
Osnovna škola DOBRI;Osnovna škola;17-126-002;0-0;Splitsko-dalmatinska;21000  Split;dobri@os-dobri.hr;NA;www.os-dobri.hr
Osnovna škola ˝Bol˝;Osnovna škola;17-126-003;0-0;Splitsko-dalmatinska;21000  Split;ured@os-bol-st.skole.hr;NA;www.os-bol-st.skole.hr
Osnovna škola SKALICE;Osnovna škola;17-126-004;0-0;Splitsko-dalmatinska;21000  Split;os-skalice@os-skalice-st.skole.hr , OS-SPLIT-004@skole.htnet.hr;NA;www.os-skalice-st.skole.hr
OSNOVNA ŠKOLA MANUŠ-SPLIT;Osnovna škola;17-126-005;0-0;Splitsko-dalmatinska;21000  Split;ured@os-manus-st.skole.hr , os-manus-split@st.t-com.hr;www.os-manus-st.skole.hr;www.os-manus-st.skole.hr
Osnovna škola Spinut;Osnovna škola;17-126-006;0-0;Splitsko-dalmatinska;21000  Split;ured@os-spinut-st.skole.hr;http://os-spinut-st.skole.hr/;http://os-spinut-st.skole.hr/
Osnovna škola Pojišan;Osnovna škola;17-126-007;0-0;Splitsko-dalmatinska;21000  Split;ured@os-pojisan-st.skole.hr;NA;www.os-pojisan-st.skole.hr
OSNOVNA ŠKOLA LUČAC;Osnovna škola;17-126-008;0-0;Splitsko-dalmatinska;21000  Split;oslucac@os-lucac-st.skole.hr;NA;www.os-lucac-st.skole.hr
Osnovna škola Brda;Osnovna škola;17-126-009;0-0;Splitsko-dalmatinska;21000  Split;ured@os-brda-st.skole.hr;NA;www.os-brda-st.skole.hr
OSNOVNA ŠKOLA MEJE;Osnovna škola;17-126-010;0-0;Splitsko-dalmatinska;21000  Split;ravnatelj@os-meje-st.skole.hr , tajnistvo@os-meje-st.skole.hr , racunovodstvo@os-meje-st.skole.hr;http://os-meje-st.skole.hr/;http://os-meje-st.skole.hr/
Osnovna škola Trstenik;Osnovna škola;17-126-011;0-0;Splitsko-dalmatinska;21000  Split;split@os-trstenik-st.skole.hr;NA;www.os-trstenik-st.skole.hr
Osnovna škola BLATINE-ŠKRAPE;Osnovna škola;17-126-012;0-0;Splitsko-dalmatinska;21000  Split;ured@os-blatine-skrape-st.skole.hr;NA;www.os-blatine-skrape-st.skole.hr
OSNOVNA ŠKOLA PLOKITE;Osnovna škola;17-126-013;0-0;Splitsko-dalmatinska;21000  Split;ured@os-plokite-st.skole.hr;http://www.os-plokite-st.skole.hr/;http://www.os-plokite-st.skole.hr/
Osnovna škola Kman-Kocunar;Osnovna škola;17-126-014;0-0;Splitsko-dalmatinska;21000  Split;ured@os-kman-kocunar-st.skole.hr;NA;www.os-kman-kocunar-st.skole.hr
OSNOVNA ŠKOLA SPLIT 3;Osnovna škola;17-126-015;0-0;Splitsko-dalmatinska;21000  Split;skola@os-split-tri-st.skole.hr ;NA;www.os-split-tri-st.skole.hr
Osnovna škola Ravne njive - Neslanovac Split;Osnovna škola;17-126-016;0-0;Splitsko-dalmatinska;21000  Split;ured@os-ravnenjiveneslanovac-st.skole.hr;NA;www.os-ravnenjiveneslanovac-st.skole.hr
OSNOVNA ŠKOLA SUĆIDAR;Osnovna škola;17-126-017;0-0;Splitsko-dalmatinska;21000  Split;ured@os-sucidar-st.skole.hr , OS-SPLIT-017@skole.t-com.hr;NA;www.os-sucidar-st.skole.hr
Osnovna škola Mertojak;Osnovna škola;17-126-018;0-0;Splitsko-dalmatinska;21000  Split;ured@os-mertojak-st.skole.hr;NA;www.os-mertojak-st.skole.hr
"Osnovna škola ""Lokve-Gripe""";Osnovna škola;17-126-019;0-0;Splitsko-dalmatinska;21000  Split;os-gripe@st.t-com.hr , ured@os-gripe-st.skole.hr;http://os-gripe-st.skole.hr;http://os-gripe-st.skole.hr
OSNOVNA ŠKOLA MEJAŠI;Osnovna škola;17-126-020;0-0;Splitsko-dalmatinska;21000  Split;ured@os-mejasi-st.skole.hr , josipa.kapitanovic@skole.hr;www.os-mejasi-st.skole.hr;www.os-mejasi-st.skole.hr
OSNOVNA ŠKOLA PUJANKI;Osnovna škola;17-126-021;0-0;Splitsko-dalmatinska;21000  Split;ospujankiusplitu@gmail.com , ured@os-pujanki-st.skole.hr;NA;www.os-pujanki-st.skole.hr
Osnovna škola ŽRNOVNICA;Osnovna škola;17-126-022;0-0;Splitsko-dalmatinska;21251  Žrnovnica;matija.situm4@gmail.com , roberta.donlic@gmail.com , ured@os-zrnovnica-st.skole.hr;www.os-zrnovnica-st.skole.hr;www.os-zrnovnica-st.skole.hr
OSNOVNA ŠKOLA SRINJINE;Osnovna škola;17-126-023;0-0;Splitsko-dalmatinska;21292  Srinjine;srinjine@os-srinjine.skole.hr;NA;www.os-srinjine.skole.hr
OSNOVNA ŠKOLA VISOKA;Osnovna škola;17-126-024;0-0;Splitsko-dalmatinska;21000  Split;visoka@os-visoka-st.skole.hr;NA;www.os-visoka-st.skole.hr
Privatna osnovna škola Harfa;Osnovna škola;17-126-025;0-0;Splitsko-dalmatinska;21000  Split;info@posh.hr;NA;https://posh.hr/
OSNOVNA ŠKOLA STOBREČ;Osnovna škola;17-126-027;0-0;Splitsko-dalmatinska;21311  Stobreč;stobrec@os-stobrec.skole.hr;www.os-stobrec.skole.hr;www.os-stobrec.skole.hr
OSNOVNA ŠKOLA KAMEN-ŠINE;Osnovna škola;17-126-028;0-0;Splitsko-dalmatinska;21000  Split;ured@os-kamen-sine-st.skole.hr;NA;www.os-kamen-sine-st.skole.hr
OSNOVNA ŠKOLA SLATINE;Osnovna škola;17-126-029;0-0;Splitsko-dalmatinska;21224  Slatine;ured@os-slatine.skole.hr;http://www.os-slatine.skole.hr/;http://www.os-slatine.skole.hr/
Osnovna škola Žnjan-Pazdigrad;Osnovna škola;17-126-032;0-0;Splitsko-dalmatinska;21000  Split;ured@os-znjan-st.skole.hr;http://os-znjan-st.skole.hr/;http://os-znjan-st.skole.hr/
Centar za autizam Split;Osnovna škola;17-126-033;0-0;Splitsko-dalmatinska;21000  Split;info@cza-split.hr;NA;https://www.cza-split.hr/
Centar za odgoj i obrazovanje JURAJ BONAČI;Osnovna škola, Srednja škola;17-126-535;0-0;Splitsko-dalmatinska;21000  Split;centar.juraj.bonaci@gmail.com;https://centar-juraj-bonaci.hr/;https://centar-juraj-bonaci.hr/
Centar za odgoj i obrazovanje SLAVA RAŠKAJ;Osnovna škola, Srednja škola;17-126-536;0-0;Splitsko-dalmatinska;21000  Split;slava.raskaj@st.t-com.hr;http://www.centarslavaraskaj.hr/;http://www.centarslavaraskaj.hr/
Osnovna škola Kralja Zvonimira;Osnovna škola;17-382-001;0-0;Splitsko-dalmatinska;21218  Seget Donji;dominik.matkovic2@skole.hr , ured@os-kralja-zvonimira-st.skole.hr;NA;www.os-kralja-zvonimira-st.skole.hr
"OSNOVNA ŠKOLA ""Strožanac""";Osnovna škola;17-443-001;0-0;Splitsko-dalmatinska;21312  Strožanac - Podstrana;ured@os-strozanac-podstrana.skole.hr;NA;www.os-strozanac-podstrana.skole.hr
Osnovna škola BOL;Osnovna škola;17-444-001;0-0;Splitsko-dalmatinska;21420  Bol;ured@os-bol.skole.hr;www.os-bol.skole.hr;www.os-bol.skole.hr
Osnovna škola PUČIŠĆA;Osnovna škola;17-445-001;0-0;Splitsko-dalmatinska;21412  Pučišća;ured@os-pucisca.skole.hr , os-pucisca@st.t-com.hr;NA;www.os-pucisca.skole.hr
Osnovna škola Vladimira Nazora;Osnovna škola;17-446-001;0-0;Splitsko-dalmatinska;21410  Postira;ravnatelj@nazor-postira.hr , tajnica@nazor-postira.hr;http://www.os-vnazora-postira.skole.hr/;http://www.os-vnazora-postira.skole.hr/
Osnovna škola SELCA;Osnovna škola;17-447-001;0-0;Splitsko-dalmatinska;21425  Selca;os-selca@st.t-com.hr;NA;https://os-selca.skole.hr/
Osnovna škola Kneza Branimira;Osnovna škola;17-448-001;0-0;Splitsko-dalmatinska;21203  Donji Muć;ured@os-kneza-branimira-donjimuc.skole.hr;http://os-kneza-branimira-donjimuc.skole.hr/;http://os-kneza-branimira-donjimuc.skole.hr/
Osnovna škola Neorić-Sutina;Osnovna škola;17-448-002;0-0;Splitsko-dalmatinska;21247  Neorić; neoric@os-neoric-sutina.skole.hr; www.os-neoric-sutina.skole.hr; www.os-neoric-sutina.skole.hr
Osnovna škola BRAĆE RADIĆA;Osnovna škola;17-448-003;0-0;Splitsko-dalmatinska;21203  Bračević;ured@os-brace-radica-bracevic.skole.hr;NA;www.os-brace-radica-bracevic.skole.hr
OSNOVNA ŠKOLA JESENICE;Osnovna škola;17-449-001;0-0;Splitsko-dalmatinska;21315  Dugi Rat;ured@os-jesenice-dugirat.skole.hr;NA;www.os-jesenice-dugirat.skole.hr
OSNOVNA ŠKOLA GROHOTE;Osnovna škola;17-450-001;0-0;Splitsko-dalmatinska;21430  Grohote;ured@os-grohote-solta.skole.hr;http://os-grohote-solta.skole.hr;http://os-grohote-solta.skole.hr
OSNOVNA ŠKOLA DINKA ŠIMUNOVIĆA;Osnovna škola;17-451-001;0-0;Splitsko-dalmatinska;21233  Hrvace;ossimunovic@skolahrvace.hr;NA;https://os-dsimunovica-hrvace.skole.hr/
Osnovna škola TIN UJEVIĆ;Osnovna škola;17-452-001;0-0;Splitsko-dalmatinska;21263  Krivodol;ured@os-tujevic-krivodol.skole.hr ;NA;www.os-tujevic-krivodol.skole.hr
Osnovna škola Ivana Gorana Kovačića;Osnovna škola;17-453-001;0-0;Splitsko-dalmatinska;21244  Cista Velika;ured@os-igkovacica-cistavelika.skole.hr;www.os-igkovacica-cistavelika.skole.hr;www.os-igkovacica-cistavelika.skole.hr
Osnovna škola Josipa Jovića;Osnovna škola;17-453-002;0-0;Splitsko-dalmatinska;21246  Aržano;ured@os-jjovica.skole.hr;http://os-jjovica.skole.hr;http://os-jjovica.skole.hr
OSNOVNA ŠKOLA SILVIJA STRAHIMIRA KRANJČEVIĆA LOVREĆ;Osnovna škola;17-454-001;0-0;Splitsko-dalmatinska;21257  Lovreć;marica.luetic@skole.hr , lovrec@os-sskranjcevica-lovrec.skole.hr;NA;www.os-sskranjcevica-lovrec.skole.hr
Osnovna škola STUDENCI;Osnovna škola;17-454-002;0-0;Splitsko-dalmatinska;21265  Studenci;studenci@os-studenci.skole.hr;http://os-studenci.skole.hr;http://os-studenci.skole.hr
OSNOVNA ŠKOLA IVAN LEKO;Osnovna škola;17-455-001;0-0;Splitsko-dalmatinska;21264  Donji Proložac;prolozac@os-ileko-prolozac.skole.hr;http://os-ileko-prolozac.skole.hr/;http://os-ileko-prolozac.skole.hr/
OSNOVNA ŠKOLA RUNOVIĆ;Osnovna škola;17-456-002;0-0;Splitsko-dalmatinska;21261  Runović;os-runovic@st.t-com.hr , skola@os-runovic.skole.hr;NA;www.os-runovic.skole.hr
Osnovna škola JELSA;Osnovna škola;17-457-001;0-0;Splitsko-dalmatinska;21465  Jelsa;osjelsa@osjelsa.tcloud.hr , ured@os-jelsa.skole.hr;NA;www.osjelsa.tcloud.hr
Osnovna škola ANTE ANĐELINOVIĆ;Osnovna škola;17-458-001;0-0;Splitsko-dalmatinska;21469  Sućuraj;ured@os-aandjelinovic-sucuraj.skole.hr;NA;www.os-aandjelinovic-sucuraj.skole.hr
Osnovna škola Primorski Dolac;Osnovna škola;17-459-003;0-0;Splitsko-dalmatinska;21227  Primorski Dolac;ured@os-primorski-dolac.skole.hr;os-primorski-dolac.skole.hr;os-primorski-dolac.skole.hr
Osnovna škola don Mihovila Pavlinovića;Osnovna škola;17-460-001;0-0;Splitsko-dalmatinska;21327  Podgora;os-podgora@os-mpavlinovica-podgora.skole.hr;http://os-mpavlinovica-podgora.skole.hr/;http://os-mpavlinovica-podgora.skole.hr/
Osnovna škola GRADAC;Osnovna škola;17-461-001;0-0;Splitsko-dalmatinska;21330  Gradac;ured@os-gradac.skole.hr;NA;www.os-gradac.skole.hr
Osnovna škola dr. Franje Tuđmana Brela;Osnovna škola;17-462-001;0-0;Splitsko-dalmatinska;21322  Brela;ured@os-drftudjmana-brela.skole.hr;www.os-drftudjmana-brela.skole.hr;www.os-drftudjmana-brela.skole.hr
OSNOVNA ŠKOLA BARIŠE GRANIĆA MEŠTRA;Osnovna škola;17-463-001;0-0;Splitsko-dalmatinska;21320  Baška Voda;ured@os-bgmestra-baskavoda.skole.hr;NA;www.os-bgmestra-baskavoda.skole.hr
OSNOVNA ŠKOLA IVAN DUKNOVIĆ;Osnovna škola;17-464-001;0-0;Splitsko-dalmatinska;21222  Marina;ured@os-iduknovic-marina.skole.hr;NA;www.os-iduknovic-marina.skole.hr
Osnovna škola KAMEŠNICA;Osnovna škola;17-465-001;0-0;Splitsko-dalmatinska;21238  Otok;miroslav.jukic@skole.hr , ured@os-kamesnica-otok.skole.hr;www.skola-kamesnica.hr;www.skola-kamesnica.hr
OSNOVNA ŠKOLA IVANA MAŽURANIĆA;Osnovna škola;17-465-002;0-0;Splitsko-dalmatinska;21241  Obrovac Sinjski;os-han@os-imazuranica-obrovacsinjski.skole.hr;www.osim.hr;www.osim.hr
Osnovna škola Ante Starčevića;Osnovna škola;17-466-001;0-0;Splitsko-dalmatinska;21232  Dicmo;os-dicmo@os-astarcevica.skole.hr;NA;www.os-astarcevica.skole.hr
Osnovna škola Petra Kružića Klis;Osnovna škola;17-467-001;0-0;Splitsko-dalmatinska;21231  Klis;neven.tesija@skole.hr , os-petra-kruzica@st.t-com.hr , ured@os-pkruzica-klis.skole.hr;os-pkruzica-klis.skole.hr;os-pkruzica-klis.skole.hr
Osnovna škola DUGOPOLJE;Osnovna škola;17-467-002;0-0;Splitsko-dalmatinska;21204  Dugopolje;dugopolje@os-dugopolje.skole.hr;NA;www.os-dugopolje.skole.hr
Osnovna škola Supetar;Osnovna škola;17-468-001;0-0;Splitsko-dalmatinska;21400  Supetar;pedagog@os-supetar.skole.hr  , psiholog@os-supetar.skole.hr , defektolog@os-supetar.skole.hr , knjiznica@os-supetar.skole.hr , ured@os-supetar.skole.hr , os-supetar@os-supetar.skole.hr;http://os-supetar.skole.hr/;http://os-supetar.skole.hr/
Osnovna škola MILNA;Osnovna škola;17-469-001;0-0;Splitsko-dalmatinska;21405  Milna;tajnistvo@os-milna.skole.hr;1;https://os-milna.skole.hr/
Osnovna škola PETRA HEKTOROVIĆA Stari Grad;Osnovna škola;17-470-001;0-0;Splitsko-dalmatinska;21460  Stari Grad;skola@os-phektorovica-starigrad.skole.hr;NA;www.os-phektorovica-starigrad.skole.hr
OSNOVNA ŠKOLA DR. FRA KARLO BALIĆ;Osnovna škola;17-471-001;0-0;Splitsko-dalmatinska;21250  Šestanovac;tajnistvo@os-sestanovac.hr , ured@os-kbalic-sestanovac.skole.hr , ravnatelj@os-sestanovac.hr;NA;www.os-sestanovac.hr
Osnovna škola Trilj;Osnovna škola;17-473-001;0-0;Splitsko-dalmatinska;21240  Trilj;ravnatelj@os-trilj.skole.hr;http://www.os-trilj.skole.hr;http://www.os-trilj.skole.hr
OSNOVNA ŠKOLA MILANA BEGOVIĆA;Osnovna škola;17-474-001;0-0;Splitsko-dalmatinska;21236  Vrlika;ured@os-mbegovica-vrlika.skole.hr;http://www.os-mbegovica-vrlika.skole.hr/;http://www.os-mbegovica-vrlika.skole.hr/
Osnovna škola Komiža;Osnovna škola;17-475-001;0-0;Splitsko-dalmatinska;21485  Komiža;ured@os-komiza.skole.hr;www.os-komiza.skole.hr;www.os-komiza.skole.hr
Osnovna škola Zagvozd;Osnovna škola;17-477-001;0-0;Splitsko-dalmatinska;21270  Zagvozd;ravnatelj@os-zagvozd.skole.hr;http://os-zagvozd.skole.hr/;http://os-zagvozd.skole.hr/
OSNOVNA ŠKOLA ZMIJAVCI;Osnovna škola;17-528-001;0-0;Splitsko-dalmatinska;21266  Zmijavci;os-zmijavci@skole.hr , ured@os-zmijavci.skole.hr;www.os-zmijavci.skole.hr;www.os-zmijavci.skole.hr
Osnovna škola Okruk u Okrugu Gornjem;Osnovna škola;17-588-001;0-0;Splitsko-dalmatinska;21223  Okrug Gornji;ured@os-okruk-og.skole.hr;NA;www.os-okruk-og.skole.hr
Osnovna škola Tučepi;Osnovna škola;17-593-001;0-0;Splitsko-dalmatinska;21325  Tučepi;os-tucepi@os-tucepi.skole.hr;NA;www.os-tucepi.skole.hr
Osnovna škola - Scuola elementare Mate Balote Buje - Buie;Osnovna škola;18-006-001;0-0;Istarska;52460  Buje;ured@os-mbalote-buje.skole.hr;os-mbalote-buje.skole.hr;os-mbalote-buje.skole.hr
"Talijanska osnovna škola Scuola elementare italiana ""Edmondo De Amicis"" Buje Buie";Osnovna škola;18-006-002;0-0;Istarska;52460  Buje;ured@os-talijanska-buje.skole.hr;http://os-talijanska-buje.skole.hr/;http://os-talijanska-buje.skole.hr/
"Osnovna škola ""VAZMOSLAV GRŽALJA""";Osnovna škola;18-007-001;0-0;Istarska;52420  Buzet;ured@os-vgrzalja-buzet.skole.hr;NA;www.os-vgrzalja-buzet.skole.hr
Osnovna škola Matije Vlačića;Osnovna škola;18-044-001;0-0;Istarska;52220  Labin;ured@os-mvlacica-labin.skole.hr , os-matije.vlacica@pu.t-com.hr;http://os-labin-001.skole.t-com.hr;http://os-labin-001.skole.t-com.hr
Osnovna škola Ivo Lola Ribar Labin;Osnovna škola;18-044-002;0-0;Istarska;52220  Labin;ured@os-ilribar-labin.skole.hr;www.os-ilribar-labin.skole.hr;www.os-ilribar-labin.skole.hr
Centar Liče Faraguna;Osnovna škola;18-044-003;0-0;Istarska;52220  Labin;ured@centar-licefaraguna-labin.skole.hr;NA;https://centar-licefaraguna-labin.skole.hr/
OSNOVNA ŠKOLA VLADIMIRA NAZORA PAZIN;Osnovna škola;18-065-001;0-0;Istarska;52000  Pazin;ured@os-vnazora-pazin.skole.hr , pazin@osvnpazin.hr;www.os-vnazora-pazin.skole.hr;www.os-vnazora-pazin.skole.hr
OSNOVNA ŠKOLA POREČ;Osnovna škola;18-068-001;0-0;Istarska;52440  Poreč - Parenzo;ured@os-porec.skole.hr;NA;www.os-porec.skole.hr
Osnovna škola Tar - Vabriga - Scuola elementare Torre - Abrega;Osnovna škola;18-068-002;0-0;Istarska;52465  Tar;ured@os-tar.skole.hr;http://os-tar.skole.hr/;http://os-tar.skole.hr/
Talijanska osnovna škola - Scuola elementare italiana Bernardo Parentin Poreč - Parenzo;Osnovna škola;18-068-004;0-0;Istarska;52440  Poreč - Parenzo;ured@os-talijanska-bparentin-porec.skole.hr;http://www.os-talijanska-bparentin-porec.skole.hr/;http://www.os-talijanska-bparentin-porec.skole.hr/
OSNOVNA ŠKOLA FINIDA;Osnovna škola;18-068-006;0-0;Istarska;52440  Poreč - Parenzo;ured@os-finida-porec.skole.hr;NA;www.os-finida-porec.skole.hr
OSNOVNA ŠKOLA ŠIJANA PULA;Osnovna škola;18-069-001;0-0;Istarska;52100  Pula;os-sijana.pu@skole.hr;NA;https://os-sijana-pu.skole.hr/
Osnovna škola Stoja;Osnovna škola;18-069-002;0-0;Istarska;52100  Pula;ured@os-stoja-pu.skole.hr , ured@os-stoja-pu.skole.hr , ured@os-stoja-pu.skole.hr;NA;www.os-stoja-pu.skole.hr
Osnovna škola Centar;Osnovna škola;18-069-003;0-0;Istarska;52100  Pula;ured@os-centar-pu.skole.hr;NA;www.os-centar-pu.skole.hr
Osnovna škola -  Scuola elementare Giuseppina Martinuzzi Pula-Pola;Osnovna škola;18-069-004;0-0;Istarska;52100  Pula;martinuzzi@os-giuseppina-martinuzzi-pu.skole.hr;NA;www.os-giuseppina-martinuzzi-pu.skole.hr
OSNOVNA ŠKOLA TONE PERUŠKA PULA;Osnovna škola;18-069-005;0-0;Istarska;52100  Pula;ured@os-tperuska-pu.skole.hr;NA;www.os-tperuska-pu.skole.hr
OSNOVNA ŠKOLA KAŠTANJER PULA;Osnovna škola;18-069-006;0-0;Istarska;52100  Pula;ured@os-kastanjer-pu.skole.hr;NA;www.os-kastanjer-pu.skole.hr
OSNOVNA ŠKOLA VIDIKOVAC;Osnovna škola;18-069-007;0-0;Istarska;52100  Pula;ured@os-vidikovac-pu.skole.hr;os-vidikovac-pu.skole.hr;os-vidikovac-pu.skole.hr
Osnovna škola Monte Zaro;Osnovna škola;18-069-008;0-0;Istarska;52100  Pula;ured@os-mzaro-pu.skole.hr;https://www./os-mzaro-pu.skole.hr;https://www./os-mzaro-pu.skole.hr
OSNOVNA ŠKOLA VERUDA PULA;Osnovna škola;18-069-009;0-0;Istarska;52100  Pula;ured@os-veruda-pu.skole.hr;NA;www.os-veruda-pu.skole.hr
Osnovna škola Veli Vrh Pula;Osnovna škola;18-069-010;0-0;Istarska;52100  Pula;ured@os-veli-vrh-pu.skole.hr;www.os-veli-vrh-pu.skole.hr;www.os-veli-vrh-pu.skole.hr
